"Host","Opponent","Date","Tm","Opp","Tm_odd","Opp_odd","Year"
"CHO","DET","Dec 08, 2015","104","84","1.72","2.21","2015"
"PHI","SAS","Dec 08, 2015","68","119","5.55","1.17","2015"
"BRK","PHO","Dec 01, 2015","94","91","2.43","1.60","2015"
"CLE","WAS","Dec 01, 2015","85","97","1.21","4.77","2015"
"PHI","LAL","Dec 01, 2015","103","91","1.84","2.03","2015"
"LAC","POR","Dec 01, 2015","102","87","1.31","3.72","2015"
"SAC","DAL","Dec 01, 2015","112","98","1.79","2.10","2015"
"UTA","GSW","Dec 01, 2015","103","106","3.77","1.30","2015"
"ATL","OKC","Dec 01, 2015","106","100","2.32","1.66","2015"
"CHI","SAS","Dec 01, 2015","92","89","2.57","1.55","2015"
"MIL","DEN","Dec 01, 2015","92","74","1.59","2.47","2015"
"WAS","LAL","Dec 02, 2015","104","108","1.17","5.53","2015"
"POR","DAL","Dec 02, 2015","112","115","1.83","2.05","2015"
"MIN","ORL","Dec 02, 2015","93","96","1.83","2.05","2015"
"NOP","MEM","Dec 02, 2015","104","113","1.91","1.96","2015"
"TOR","CLE","Nov 25, 2015","103","99","2.35","1.65","2015"
"BOS","PHI","Nov 25, 2015","84","80","1.12","7.25","2015"
"DET","MIA","Nov 25, 2015","104","81","1.82","2.07","2015"
"CHO","WAS","Nov 25, 2015","101","87","1.60","2.44","2015"
"ORL","NYK","Nov 25, 2015","100","91","1.84","2.04","2015"
"GSW","LAL","Nov 25, 2015","111","77","1.03","17.41","2015"
"POR","CHI","Nov 25, 2015","88","93","2.27","1.68","2015"
"DEN","LAC","Nov 25, 2015","94","111","3.46","1.34","2015"
"ATL","BOS","Nov 25, 2015","121","97","1.72","2.20","2015"
"MEM","DAL","Nov 25, 2015","110","96","1.64","2.35","2015"
"LAC","UTA","Nov 26, 2015","91","102","1.50","2.73","2015"
"PHO","NOP","Nov 26, 2015","114","120","1.60","2.46","2015"
"SAS","DAL","Nov 26, 2015","88","83","1.18","5.40","2015"
"HOU","MEM","Nov 26, 2015","93","102","1.61","2.45","2015"
"MIL","SAC","Nov 26, 2015","118","129","1.52","2.65","2015"
"MIN","ATL","Nov 26, 2015","99","95","2.35","1.65","2015"
"OKC","BRK","Nov 26, 2015","110","99","1.10","7.97","2015"
"BOS","WAS","Nov 27, 2015","111","78","1.67","2.30","2015"
"NYK","MIA","Nov 27, 2015","78","97","2.10","1.79","2015"
"CHO","CLE","Nov 27, 2015","90","95","2.63","1.53","2015"
"ORL","MIL","Nov 27, 2015","114","90","1.61","2.44","2015"
"CLE","BRK","Nov 28, 2015","90","88","1.21","4.83","2015"
"WAS","TOR","Nov 28, 2015","82","84","2.44","1.60","2015"
"LAC","NOP","Nov 28, 2015","111","90","1.36","3.32","2015"
"SAC","MIN","Nov 28, 2015","91","101","1.66","2.32","2015"
"PHO","GSW","Nov 28, 2015","116","135","4.28","1.25","2015"
"DEN","SAS","Nov 28, 2015","80","91","3.92","1.28","2015"
"HOU","PHI","Nov 28, 2015","116","114","1.14","6.45","2015"
"IND","CHI","Nov 28, 2015","104","92","1.61","2.42","2015"
"MEM","ATL","Nov 28, 2015","101","116","1.68","2.28","2015"
"OKC","DET","Nov 28, 2015","103","87","1.27","4.11","2015"
"NYK","HOU","Nov 29, 2015","111","116","2.39","1.63","2015"
"BRK","DET","Nov 29, 2015","87","83","2.70","1.50","2015"
"MEM","PHI","Nov 29, 2015","92","84","1.08","9.24","2015"
"ORL","BOS","Nov 29, 2015","110","91","2.15","1.75","2015"
"TOR","PHO","Nov 29, 2015","102","107","1.63","2.39","2015"
"LAC","MIN","Nov 29, 2015","107","99","1.18","5.29","2015"
"CHO","MIL","Nov 29, 2015","87","82","1.36","3.34","2015"
"GSW","SAC","Nov 29, 2015","120","101","1.04","14.60","2015"
"POR","LAL","Nov 29, 2015","108","96","1.25","4.25","2015"
"UTA","NOP","Nov 29, 2015","101","87","1.44","2.95","2015"
"DAL","DEN","Nov 29, 2015","92","81","1.25","4.22","2015"
"SAS","ATL","Nov 29, 2015","108","88","1.32","3.65","2015"
"DET","HOU","Nov 30, 2015","116","105","1.56","2.54","2015"
"MIA","BOS","Nov 30, 2015","95","105","1.56","2.57","2015"
"LAL","IND","Nov 30, 2015","103","107","5.26","1.18","2015"
"MIA","SAC","Nov 19, 2015","116","109","1.18","5.43","2015"
"PHO","CHI","Nov 19, 2015","97","103","1.68","2.27","2015"
"UTA","TOR","Nov 19, 2015","93","89","1.55","2.56","2015"
"SAS","DEN","Nov 19, 2015","109","98","1.07","10.09","2015"
"ATL","SAC","Nov 19, 2015","103","97","1.72","2.20","2015"
"HOU","POR","Nov 19, 2015","108","103","1.35","3.37","2015"
"OKC","NOP","Nov 19, 2015","110","103","1.10","8.10","2015"
"BOS","BRK","Nov 20, 2015","120","95","1.23","4.56","2015"
"CHO","PHI","Nov 20, 2015","113","88","1.14","6.23","2015"
"LAC","GSW","Nov 20, 2015","117","124","2.87","1.45","2015"
"CLE","MIL","Nov 20, 2015","115","100","1.15","6.06","2015"
"CLE","ATL","Nov 21, 2015","109","97","1.44","2.94","2015"
"DET","WAS","Nov 21, 2015","95","97","1.91","1.95","2015"
"IND","MIL","Nov 21, 2015","123","86","1.48","2.78","2015"
"ORL","SAC","Nov 21, 2015","91","97","1.64","2.35","2015"
"GSW","CHI","Nov 21, 2015","106","94","1.22","4.67","2015"
"LAL","TOR","Nov 21, 2015","91","102","3.34","1.36","2015"
"POR","LAC","Nov 21, 2015","102","91","2.50","1.58","2015"
"DEN","PHO","Nov 21, 2015","107","114","2.32","1.66","2015"
"DAL","UTA","Nov 21, 2015","102","93","1.85","2.03","2015"
"MEM","HOU","Nov 21, 2015","96","84","1.69","2.26","2015"
"MIN","DET","Nov 21, 2015","86","96","2.18","1.73","2015"
"NOP","SAS","Nov 21, 2015","104","90","3.76","1.30","2015"
"OKC","NYK","Nov 21, 2015","90","93","1.38","3.22","2015"
"OKC","DAL","Nov 22, 2015","117","114","1.63","2.39","2015"
"BRK","BOS","Nov 22, 2015","111","101","2.97","1.43","2015"
"NOP","PHO","Nov 22, 2015","122","116","1.88","1.99","2015"
"LAC","TOR","Nov 22, 2015","80","91","1.37","3.29","2015"
"SAS","MEM","Nov 22, 2015","92","82","1.29","3.88","2015"
"HOU","NYK","Nov 22, 2015","102","107","1.55","2.59","2015"
"MIA","PHI","Nov 22, 2015","96","91","1.08","9.33","2015"
"MIA","NYK","Nov 23, 2015","95","78","1.48","2.79","2015"
"CHO","SAC","Nov 23, 2015","127","122","1.60","2.44","2015"
"CLE","ORL","Nov 23, 2015","117","103","1.24","4.36","2015"
"LAL","POR","Nov 23, 2015","93","107","2.22","1.72","2015"
"DEN","GSW","Nov 23, 2015","105","118","8.38","1.09","2015"
"WAS","IND","Nov 24, 2015","106","123","1.69","2.27","2015"
"UTA","OKC","Nov 24, 2015","89","111","1.79","2.10","2015"
"SAS","PHO","Nov 24, 2015","98","84","1.17","5.54","2015"
"MIL","DET","Nov 24, 2015","109","88","2.27","1.68","2015"
"MIN","PHI","Nov 24, 2015","100","95","1.29","3.84","2015"
"MIA","UTA","Nov 12, 2015","92","91","1.59","2.47","2015"
"POR","SAS","Nov 12, 2015","101","113","3.25","1.38","2015"
"SAC","DET","Nov 12, 2015","101","92","2.08","1.80","2015"
"DEN","MIL","Nov 12, 2015","103","102","1.63","2.39","2015"
"ATL","NOP","Nov 12, 2015","106","98","1.09","8.75","2015"
"MEM","GSW","Nov 12, 2015","84","100","3.75","1.30","2015"
"DAL","LAC","Nov 12, 2015","118","108","3.44","1.34","2015"
"HOU","BRK","Nov 12, 2015","98","106","1.10","7.87","2015"
"BOS","ATL","Nov 13, 2015","106","93","2.02","1.85","2015"
"NYK","CLE","Nov 13, 2015","84","90","3.33","1.36","2015"
"TOR","NOP","Nov 13, 2015","100","81","1.17","5.45","2015"
"IND","MIN","Nov 13, 2015","107","103","1.31","3.67","2015"
"ORL","UTA","Nov 13, 2015","102","93","2.01","1.86","2015"
"PHO","LAC","Nov 13, 2015","118","104","1.82","2.06","2015"
"MIN","GSW","Nov 13, 2015","116","129","5.64","1.16","2015"
"WAS","ORL","Nov 14, 2015","108","99","1.45","2.93","2015"
"LAC","DET","Nov 14, 2015","101","96","1.73","2.19","2015"
"SAC","BRK","Nov 14, 2015","111","109","1.38","3.25","2015"
"DEN","HOU","Nov 14, 2015","107","98","3.19","1.39","2015"
"DAL","LAL","Nov 14, 2015","90","82","1.29","3.87","2015"
"CHI","CHO","Nov 14, 2015","102","97","1.36","3.36","2015"
"MEM","POR","Nov 14, 2015","101","100","1.36","3.34","2015"
"OKC","PHI","Nov 14, 2015","102","85","1.07","10.04","2015"
"OKC","BOS","Nov 15, 2015","85","100","1.47","2.84","2015"
"ATL","UTA","Nov 15, 2015","96","97","1.63","2.37","2015"
"CHO","POR","Nov 15, 2015","106","94","1.52","2.66","2015"
"MIN","MEM","Nov 15, 2015","106","114","2.64","1.53","2015"
"NYK","NOP","Nov 15, 2015","95","87","1.83","2.05","2015"
"GSW","BRK","Nov 15, 2015","107","99","1.03","16.56","2015"
"PHO","DEN","Nov 15, 2015","105","81","1.31","3.66","2015"
"MIL","CLE","Nov 15, 2015","108","105","2.89","1.45","2015"
"SAS","PHI","Nov 15, 2015","92","83","1.02","17.93","2015"
"HOU","DAL","Nov 15, 2015","98","110","1.30","3.75","2015"
"PHI","DAL","Nov 16, 2015","86","92","4.24","1.25","2015"
"LAL","DET","Nov 16, 2015","97","85","2.73","1.50","2015"
"SAC","TOR","Nov 16, 2015","107","101","2.12","1.77","2015"
"BRK","ATL","Nov 17, 2015","90","88","2.63","1.53","2015"
"DET","CLE","Nov 17, 2015","104","99","2.68","1.52","2015"
"MIA","MIN","Nov 17, 2015","91","103","1.24","4.41","2015"
"NYK","CHO","Nov 17, 2015","102","94","1.91","1.96","2015"
"WAS","MIL","Nov 17, 2015","115","86","1.62","2.40","2015"
"PHO","LAL","Nov 17, 2015","120","101","1.13","6.58","2015"
"SAS","POR","Nov 17, 2015","93","80","1.10","8.04","2015"
"CHI","IND","Nov 17, 2015","96","95","1.37","3.27","2015"
"HOU","BOS","Nov 17, 2015","95","111","1.51","2.69","2015"
"MEM","OKC","Nov 17, 2015","122","114","1.69","2.26","2015"
"BOS","DAL","Nov 18, 2015","102","106","1.51","2.70","2015"
"CHO","BRK","Nov 18, 2015","116","111","1.38","3.24","2015"
"ORL","MIN","Nov 18, 2015","104","101","1.49","2.75","2015"
"PHI","IND","Nov 18, 2015","85","112","3.34","1.36","2015"
"GSW","TOR","Nov 18, 2015","115","110","1.19","5.26","2015"
"NOP","DEN","Nov 18, 2015","98","115","1.42","3.04","2015"
"GSW","LAC","Nov 05, 2015","112","108","1.30","3.75","2015"
"PHO","SAC","Nov 05, 2015","118","97","1.20","4.99","2015"
"UTA","POR","Nov 05, 2015","92","108","1.36","3.29","2015"
"ATL","BRK","Nov 05, 2015","101","87","1.32","3.61","2015"
"CLE","NYK","Nov 05, 2015","96","86","1.15","6.08","2015"
"HOU","ORL","Nov 05, 2015","119","114","1.22","4.57","2015"
"MIL","PHI","Nov 05, 2015","91","87","1.24","4.34","2015"
"OKC","TOR","Nov 05, 2015","98","103","1.25","4.15","2015"
"BOS","WAS","Nov 06, 2015","118","98","1.85","2.02","2015"
"BRK","LAL","Nov 06, 2015","98","104","1.64","2.34","2015"
"CLE","PHI","Nov 06, 2015","108","102","1.05","12.03","2015"
"NYK","MIL","Nov 06, 2015","92","99","1.80","2.07","2015"
"ORL","TOR","Nov 06, 2015","92","87","3.04","1.41","2015"
"POR","MEM","Nov 06, 2015","115","96","2.54","1.56","2015"
"DEN","UTA","Nov 06, 2015","84","96","2.27","1.68","2015"
"DAL","CHO","Nov 06, 2015","94","108","1.55","2.55","2015"
"CHI","OKC","Nov 06, 2015","104","98","1.90","1.96","2015"
"MIN","MIA","Nov 06, 2015","84","96","2.58","1.55","2015"
"ATL","WAS","Nov 07, 2015","114","99","1.50","2.71","2015"
"PHI","ORL","Nov 07, 2015","97","105","2.34","1.64","2015"
"CHI","MIN","Nov 07, 2015","93","102","1.20","4.82","2015"
"GSW","DEN","Nov 07, 2015","119","104","1.02","19.91","2015"
"SAC","HOU","Nov 07, 2015","110","116","2.62","1.53","2015"
"PHO","DET","Nov 07, 2015","92","100","1.52","2.63","2015"
"IND","MIA","Nov 07, 2015","90","87","1.93","1.92","2015"
"NOP","ATL","Nov 07, 2015","115","121","2.24","1.69","2015"
"OKC","PHO","Nov 08, 2015","124","103","1.24","4.38","2015"
"MIA","TOR","Nov 08, 2015","96","76","1.69","2.24","2015"
"CLE","IND","Nov 08, 2015","101","97","1.26","4.13","2015"
"NYK","LAL","Nov 08, 2015","99","95","1.44","2.91","2015"
"LAC","HOU","Nov 08, 2015","105","109","1.45","2.88","2015"
"SAC","GSW","Nov 08, 2015","94","103","11.13","1.06","2015"
"UTA","MEM","Nov 08, 2015","89","79","1.72","2.19","2015"
"DAL","NOP","Nov 08, 2015","107","98","1.48","2.77","2015"
"MIL","BRK","Nov 08, 2015","94","86","1.37","3.28","2015"
"SAS","CHO","Nov 08, 2015","114","94","1.18","5.24","2015"
"IND","ORL","Nov 09, 2015","97","84","1.53","2.64","2015"
"PHI","CHI","Nov 09, 2015","88","111","5.83","1.16","2015"
"POR","DET","Nov 09, 2015","103","120","1.80","2.08","2015"
"MIA","LAL","Nov 10, 2015","101","88","1.12","6.85","2015"
"TOR","NYK","Nov 10, 2015","109","111","1.29","3.84","2015"
"CLE","UTA","Nov 10, 2015","118","114","1.41","3.08","2015"
"WAS","OKC","Nov 10, 2015","101","125","3.36","1.36","2015"
"GSW","DET","Nov 10, 2015","109","95","1.08","8.96","2015"
"LAC","MEM","Nov 10, 2015","94","92","1.32","3.59","2015"
"SAC","SAS","Nov 10, 2015","88","106","3.81","1.29","2015"
"DEN","POR","Nov 10, 2015","108","104","2.01","1.86","2015"
"ATL","MIN","Nov 10, 2015","107","117","1.24","4.36","2015"
"BOS","IND","Nov 11, 2015","91","102","1.62","2.41","2015"
"CHO","NYK","Nov 11, 2015","95","93","1.38","3.22","2015"
"ORL","LAL","Nov 11, 2015","101","99","1.26","4.15","2015"
"PHI","TOR","Nov 11, 2015","103","119","5.20","1.19","2015"
"MIL","BOS","Nov 11, 2015","83","99","2.16","1.75","2015"
"MIN","CHO","Nov 11, 2015","95","104","2.41","1.62","2015"
"NOP","DAL","Nov 11, 2015","120","105","1.73","2.20","2015"
"CHI","ORL","Nov 01, 2015","92","87","1.26","4.06","2015"
"OKC","DEN","Nov 01, 2015","117","93","1.08","8.88","2015"
"MIA","HOU","Nov 01, 2015","109","89","1.58","2.49","2015"
"TOR","MIL","Nov 01, 2015","106","87","1.41","3.08","2015"
"BOS","SAS","Nov 01, 2015","87","95","3.07","1.41","2015"
"CHO","ATL","Nov 01, 2015","92","94","2.13","1.76","2015"
"LAC","SAC","Nov 01, 2015","114","109","1.16","5.67","2015"
"POR","PHO","Nov 01, 2015","90","101","1.78","2.11","2015"
"BRK","MIL","Nov 02, 2015","96","103","2.00","1.86","2015"
"NYK","SAS","Nov 02, 2015","84","94","3.73","1.30","2015"
"PHI","CLE","Nov 02, 2015","100","107","9.33","1.08","2015"
"LAL","DAL","Nov 02, 2015","93","103","2.58","1.54","2015"
"DET","IND","Nov 03, 2015","82","94","1.53","2.61","2015"
"MIA","ATL","Nov 03, 2015","92","98","1.58","2.48","2015"
"CHO","CHI","Nov 03, 2015","130","105","2.53","1.56","2015"
"GSW","MEM","Nov 03, 2015","119","69","1.20","4.85","2015"
"LAC","PHO","Nov 03, 2015","102","96","1.22","4.66","2015"
"HOU","OKC","Nov 03, 2015","110","105","2.58","1.54","2015"
"MIN","POR","Nov 03, 2015","101","106","1.56","2.54","2015"
"IND","BOS","Nov 04, 2015","100","98","2.13","1.76","2015"
"WAS","SAS","Nov 04, 2015","102","99","2.54","1.56","2015"
"LAL","DEN","Nov 04, 2015","109","120","1.73","2.18","2015"
"SAC","MEM","Nov 04, 2015","89","103","2.59","1.54","2015"
"DAL","TOR","Nov 04, 2015","91","102","2.12","1.77","2015"
"NOP","ORL","Nov 04, 2015","94","103","1.49","2.74","2015"
"NYK","ATL","Oct 29, 2015","101","112","2.65","1.52","2015"
"IND","MEM","Oct 29, 2015","103","112","2.28","1.67","2015"
"LAL","MIN","Oct 29, 2015","111","112","1.69","2.24","2015"
"PHO","DAL","Oct 29, 2015","95","111","1.42","3.02","2015"
"POR","NOP","Oct 29, 2015","112","94","1.72","2.19","2015"
"SAC","LAC","Oct 29, 2015","104","111","2.98","1.42","2015"
"SAS","BRK","Oct 30, 2015","102","75","1.06","10.98","2015"
"ATL","CHO","Oct 30, 2015","97","94","1.55","2.55","2015"
"MIL","WAS","Oct 30, 2015","113","118","2.11","1.77","2015"
"BOS","TOR","Oct 30, 2015","103","113","1.79","2.08","2015"
"DET","CHI","Oct 30, 2015","98","94","2.26","1.68","2015"
"CLE","MIA","Oct 30, 2015","102","92","1.46","2.87","2015"
"ORL","OKC","Oct 30, 2015","136","139","3.94","1.28","2015"
"PHI","UTA","Oct 30, 2015","71","99","3.72","1.30","2015"
"LAC","DAL","Oct 30, 2015","104","88","1.12","7.14","2015"
"MEM","BRK","Oct 31, 2015","101","91","1.09","8.21","2015"
"NOP","GSW","Oct 31, 2015","120","134","2.93","1.44","2015"
"IND","UTA","Oct 31, 2015","76","97","1.62","2.39","2015"
"WAS","NYK","Oct 31, 2015","110","117","1.30","3.78","2015"
"PHO","POR","Oct 31, 2015","110","92","1.53","2.60","2015"
"SAC","LAL","Oct 31, 2015","132","114","1.33","3.52","2015"
"HOU","GSW","Oct 31, 2015","92","112","2.00","1.87","2015"
"DEN","MIN","Oct 31, 2015","78","95","1.61","2.42","2015"
"ATL","MIA","Oct 18, 2015","92","101","1.32","3.38","2015"
"OKC","DEN","Oct 18, 2015","111","98","1.32","3.42","2015"
"TOR","CLE","Oct 18, 2015","87","81","1.39","2.99","2015"
"MEM","MIN","Oct 18, 2015","90","68","1.38","3.08","2015"
"SAS","DET","Oct 18, 2015","96","92","1.51","2.59","2015"
"BRK","PHI","Oct 18, 2015","92","91","1.52","2.55","2015"
"LAL","GSW","Oct 18, 2015","85","70","3.20","1.36","2015"
"MIL","WAS","Oct 18, 2015","101","105","1.47","2.69","2015"
"HOU","MIA","Oct 18, 2015","100","105","1.63","2.31","2015"
"BOS","BRK","Oct 19, 2015","111","105","1.26","3.90","2015"
"CHO","CHI","Oct 19, 2015","94","86","1.66","2.24","2015"
"CLE","DAL","Oct 19, 2015","103","97","1.56","2.45","2015"
"POR","UTA","Oct 19, 2015","116","111","1.36","3.18","2015"
"LAL","POR","Oct 20, 2015","104","102","1.51","2.59","2015"
"HOU","NOP","Oct 20, 2015","120","100","1.40","2.97","2015"
"DET","CHO","Oct 21, 2015","94","99","2.04","1.78","2015"
"ORL","NOP","Oct 21, 2015","110","107","2.43","1.56","2015"
"LAC","GSW","Oct 21, 2015","130","95","1.53","2.51","2015"
"UTA","OKC","Oct 21, 2015","102","113","2.61","1.49","2015"
"SAS","PHO","Oct 21, 2015","84","104","1.51","2.58","2015"
"CHI","IND","Oct 21, 2015","103","94","2.39","1.58","2015"
"MIL","MIN","Oct 21, 2015","106","88","1.61","2.32","2015"
"BOS","NYK","Oct 22, 2015","99","85","1.53","2.53","2015"
"IND","CHO","Oct 22, 2015","98","86","1.45","2.78","2015"
"DAL","PHO","Oct 22, 2015","87","99","2.53","1.53","2015"
"ATL","MEM","Oct 22, 2015","81","82","1.74","2.09","2015"
"MIA","WAS","Oct 22, 2015","110","105","1.54","2.47","2015"
"BOS","PHI","Oct 23, 2015","81","65","1.31","3.42","2015"
"DET","ATL","Oct 23, 2015","115","87","1.80","2.04","2015"
"TOR","WAS","Oct 23, 2015","92","82","1.57","2.39","2015"
"ORL","MEM","Oct 23, 2015","86","76","1.84","1.98","2015"
"LAC","POR","Oct 23, 2015","115","109","1.44","2.77","2015"
"LAL","GSW","Oct 23, 2015","97","136","3.47","1.31","2015"
"UTA","DEN","Oct 23, 2015","98","78","1.55","2.47","2015"
"SAS","HOU","Oct 24, 2015","111","86","1.64","2.26","2015"
"CHI","DAL","Oct 24, 2015","103","102","1.33","3.33","2015"
"MIN","MIL","Oct 24, 2015","112","108","2.46","1.55","2015"
"NOP","MIA","Oct 24, 2015","93","90","1.65","2.23","2015"
"ATL","DET","Oct 27, 2015","94","106","1.33","3.51","2015"
"CHI","CLE","Oct 27, 2015","97","95","1.58","2.49","2015"
"HOU","DEN","Oct 28, 2015","85","105","1.14","6.10","2015"
"MEM","CLE","Oct 28, 2015","76","106","1.46","2.81","2015"
"MIL","NYK","Oct 28, 2015","97","122","1.48","2.74","2015"
"OKC","SAS","Oct 28, 2015","112","106","1.54","2.58","2015"
"BOS","PHI","Oct 28, 2015","112","95","1.09","8.24","2015"
"BRK","CHI","Oct 28, 2015","100","115","2.81","1.47","2015"
"DET","UTA","Oct 28, 2015","92","87","1.96","1.89","2015"
"MIA","CHO","Oct 28, 2015","104","94","1.37","3.24","2015"
"TOR","IND","Oct 28, 2015","106","99","1.46","2.83","2015"
"ORL","WAS","Oct 28, 2015","87","88","2.57","1.54","2015"
"GSW","NOP","Oct 28, 2015","111","95","1.14","6.19","2015"
"DET","BRK","Oct 08, 2015","83","93","1.22","4.27","2015"
"IND","ORL","Oct 08, 2015","97","92","1.45","2.74","2015"
"PHI","CLE","Oct 08, 2015","115","114","1.97","1.85","2015"
"PHO","SAC","Oct 08, 2015","102","98","1.84","1.96","2015"
"HOU","DAL","Oct 08, 2015","109","82","1.51","2.58","2015"
"MIN","OKC","Oct 08, 2015","99","122","2.86","1.42","2015"
"NOP","ATL","Oct 09, 2015","93","103","2.38","1.58","2015"
"WAS","NYK","Oct 09, 2015","104","115","1.35","3.21","2015"
"LAL","TOR","Oct 09, 2015","97","105","2.76","1.45","2015"
"POR","GSW","Oct 09, 2015","118","101","2.86","1.42","2015"
"SAC","SAS","Oct 09, 2015","95","92","1.53","2.52","2015"
"DEN","CHI","Oct 09, 2015","112","94","2.15","1.70","2015"
"PHI","BRK","Oct 10, 2015","97","95","2.47","1.56","2015"
"PHO","UTA","Oct 10, 2015","101","85","1.61","2.36","2015"
"CHO","LAC","Oct 11, 2015","106","94","2.63","1.49","2015"
"SAC","POR","Oct 11, 2015","94","90","1.47","2.69","2015"
"MIL","DET","Oct 11, 2015","88","117","1.50","2.59","2015"
"MIN","CHI","Oct 11, 2015","105","114","2.30","1.62","2015"
"MIA","SAS","Oct 12, 2015","97","94","2.56","1.52","2015"
"NYK","PHI","Oct 12, 2015","94","88","1.32","3.36","2015"
"TOR","MIN","Oct 12, 2015","112","105","1.38","3.05","2015"
"CLE","MEM","Oct 12, 2015","81","91","2.36","1.61","2015"
"HOU","ORL","Oct 12, 2015","119","123","1.42","2.87","2015"
"CLE","MIL","Oct 13, 2015","101","110","2.49","1.54","2015"
"IND","DET","Oct 13, 2015","101","97","1.83","1.98","2015"
"ORL","MIA","Oct 13, 2015","95","92","1.36","3.18","2015"
"UTA","POR","Oct 13, 2015","81","88","1.43","2.84","2015"
"CHI","NOP","Oct 13, 2015","115","123","1.66","2.23","2015"
"BRK","BOS","Oct 14, 2015","105","109","2.30","1.64","2015"
"MIN","TOR","Oct 14, 2015","89","87","2.79","1.45","2015"
"LAC","CHO","Oct 14, 2015","71","113","1.44","2.80","2015"
"GSW","DEN","Oct 14, 2015","103","114","1.37","3.10","2015"
"LAL","SAC","Oct 14, 2015","100","107","2.19","1.69","2015"
"PHO","HOU","Oct 14, 2015","129","135","1.55","2.47","2015"
"OKC","DAL","Oct 14, 2015","100","88","1.14","5.76","2015"
"CLE","IND","Oct 15, 2015","85","107","2.38","1.62","2015"
"ATL","SAS","Oct 15, 2015","100","86","1.64","2.30","2015"
"CHI","DET","Oct 15, 2015","91","114","1.50","2.64","2015"
"NYK","BOS","Oct 16, 2015","101","95","2.41","1.57","2015"
"PHI","WAS","Oct 16, 2015","118","127","2.69","1.47","2015"
"GSW","HOU","Oct 16, 2015","123","101","1.33","3.41","2015"
"CHO","NYK","Oct 17, 2015","97","93","1.41","2.96","2015"
"NOP","SAC","Oct 17, 2015","98","107","2.49","1.54","2015"
"DEN","PHO","Oct 17, 2015","106","81","1.73","2.11","2015"
"DAL","ATL","Oct 17, 2015","84","91","2.83","1.43","2015"
"MEM","OKC","Oct 17, 2015","94","78","1.60","2.36","2015"
"IND","NOP","Oct 03, 2015","105","110","1.50","2.63","2015"
"ORL","CHO","Oct 03, 2015","100","106","1.74","2.12","2015"
"LAC","DEN","Oct 03, 2015","103","96","1.29","3.57","2015"
"TOR","LAC","Oct 04, 2015","93","73","2.39","1.59","2015"
"MIA","CHO","Oct 04, 2015","77","90","1.36","3.19","2015"
"LAL","UTA","Oct 05, 2015","71","90","2.26","1.65","2015"
